id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,distrito
FORMOSA_BERMEJO,"Bermejo, Formosa",UNION POR LA PATRIA,0.68,0.2,0.13,0.42,14.35,13.81,0.11,0.12,0.07,0.12,0.13,0.0,0.0,0.0,69.86,51,15,10,31,1070,1030,8,9,5,9,10,0,0,0,5210,56.09,13568,7610,1.73,0.14,0.12,132,11,FORMOSA
FORMOSA_FORMOSA,"Formosa, Formosa",UNION POR LA PATRIA,0.81,0.1,0.16,1.34,25.35,33.03,0.24,0.2,0.27,0.7,0.25,0.06,0.07,0.02,37.4,1151,137,229,1890,35826,46680,344,279,380,995,350,84,94,31,52852,70.32,209730,147476,3.16,0.11,0.9,4663,158,FORMOSA
FORMOSA_LAISHI,"Laishi, Formosa",UNION POR LA PATRIA,1.38,0.0,0.23,0.38,20.13,23.13,0.26,0.12,0.26,0.13,0.19,0.0,0.0,0.0,53.79,157,0,26,43,2285,2626,29,14,29,15,22,0,0,0,6106,68.84,17127,11791,3.06,0.08,0.59,361,9,FORMOSA
FORMOSA_MATACOS,"Matacos, Formosa",UNION POR LA PATRIA,1.24,0.0,0.06,1.04,12.28,19.09,0.35,0.13,0.19,0.7,0.24,0.0,0.0,0.0,64.68,99,0,5,83,978,1521,28,10,15,56,19,0,0,0,5153,60.11,13612,8182,2.11,0.1,0.42,173,8,FORMOSA
FORMOSA_PATIÑO,"Patiño, Formosa",UNION POR LA PATRIA,0.34,0.01,0.13,0.77,19.83,19.99,0.28,0.16,0.11,0.27,0.18,0.01,0.01,0.0,57.92,128,5,49,288,7458,7518,104,59,42,103,67,2,2,0,21785,59.57,64922,38674,2.17,0.11,0.47,838,44,FORMOSA
FORMOSA_PILAGAS,"Pilagas, Formosa",UNION POR LA PATRIA,0.72,0.0,0.09,0.54,16.43,16.82,0.19,0.18,0.1,0.16,0.26,0.08,0.01,0.0,64.41,74,0,9,56,1695,1735,20,19,10,17,27,8,1,0,6645,62.57,16999,10636,2.49,0.24,0.28,265,25,FORMOSA
FORMOSA_PILCOMAYO,"Pilcomayo, Formosa",UNION POR LA PATRIA,0.51,0.06,0.13,0.77,19.6,22.59,0.27,0.16,0.22,0.6,0.21,0.0,0.0,0.0,54.89,248,31,63,375,9600,11068,130,78,109,292,103,0,0,0,26890,65.87,77030,50738,2.73,0.07,0.65,1383,38,FORMOSA
FORMOSA_PIRANE,"Pirane, Formosa",UNION POR LA PATRIA,0.55,0.0,0.2,1.21,24.99,22.55,0.28,0.14,0.19,0.67,0.29,0.0,0.0,0.0,48.94,190,0,69,419,8637,7791,96,47,66,230,101,0,0,0,16910,63.14,56939,35952,2.85,0.39,0.64,1025,140,FORMOSA
FORMOSA_RAMON LISTA,"Ramon Lista, Formosa",UNION POR LA PATRIA,0.22,0.0,0.12,0.28,14.65,9.65,0.2,0.22,0.05,0.09,0.14,0.0,0.0,0.0,74.38,18,0,10,23,1190,784,16,18,4,7,11,0,0,0,6041,64.33,12806,8238,1.15,0.16,0.1,95,13,FORMOSA
